Номер реестровой записи контракта;Заказчик: ИНН;Предмет контракта;Цена контракта;Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН
'2591602961723000288';'5916029617';'Поставка средства для предварительной и предстерилизационной очистки медицинских изделий';'2 282,43';'5902157369'
'2645211818221000147';'6452118182';'Строительный контроль на объекте: «Реконструкция моста через р. Малый Иргиз на км 50+994 автомобильной дороги «Балаково-Духовницкое» в Духовницком районе Саратовской области.';'5 700 000,00';'0571009294'
'2910900673724000044';'9109006737';'Мыло туалетное жидкое ';'130 000,00';'910200547970'
'2772631344724000070';'7726313447';'Электронный запрос котировок на поставку тумб медицинских для нужд ГБУЗ НИКИО им. Л.И. Свержевского ДЗМ';'166 645,52';'773304560780'
'1151101759923000163';'1511017599';'реагенты (антитела) для проведения иммуногематологии, на анализаторе ORTHO BioVue';'1 111 493,90';'7713754927'
'2773411532923000305';'7734115329';'Поставка овощей (салат из морской капусты)';'184 860,00';'5029200185'
'2390501046624000086';'3905010466';'Поставка медицинских изделий для оказания паллиативной помощи - Аппарата искусственной вентиляции легких портативного электрического (Аппарата искусственной вентиляции легких многофункционального с возможностью управления по давлению и по объему, с возможностью проведения неинвазивной вентиляции, мониторинга, оценки параметров механики дыхания, передачи информации на внешнее устройство), ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия';'1 940 000,00';'7726566487'
'1773401280623000208';'7734012806';'Поставка Товара в соответствии со Спецификацией (приложение № 1 к Контракту) и оказание услуг по доставке и разгрузке Товара';'17 875 000,65';'9731017430'
'1910205303024000008';'9102053030';'Поставка бытовой химии для нужд Государственного казенного учреждения Республики Крым «Учреждение централизованного обслуживания министерства образования, науки и молодежи Республики Крым» по адресу: г. Симферополь, пер. Совнаркомовский, 3 литера «А»';'20 674,16';'615520705111'
'3732804175524000001';'7328041755';'Поставка учебной литературы';'122 653,30';'7715995942'
'2770503923223001171';'7705039232';'Комплексное техническое обслуживание Лабораторной Информационной системы АЛИСА (ЛИС АЛИСА) для нужд ГБУЗ «Морозовская ДГКБ ДЗМ»';'2 787 639,96';'9705156941'
'2683202476623000055';'6832024766';'Поставка реагентов для биохимических исследований';'1 080 955,13';'6829144421'
'2781605558224000020';'7816055582';'Поставка перчаток медицинских виниловых в СПб ГБУЗ «Стоматологическая поликлиника №15» в 2024 году';'232 848,00';'7716958735'
'2773411532923000891';'7734115329';'Поставка тушек и частей кур или цыплят бройлеров';'1 403 482,69';'7724364407'
'3382702067224000001';'3827020672';'Поставка электроэнергии';'700 000,00';'3808166404'
'1151101759923000275';'1511017599';'Поставка реагентов (расходный материал) для проведения биохимических исследований на анализатор АВL 800.';'768 326,00';'7722835795'
'2910900673724000034';'9109006737';'Пленка рентгеновская';'99 180,00';'910903280575'
'3503221730124000010';'5032217301';"'Закупка в 2024 году щебня для нужд МБУ ""ЖКХ ""Кубинка""'";'298 500,00';'503215196320'
'2772166293424000058';'7721662934';'Оказание услуг по проведению учебно-практических занятий';'49 920,00';'760216312031'
'2371100211323000107';'3711002113';'оказать услуги дополнительного профессионального обучения по программе профессиональной переподготовки направления «Информационная безопасность»';'27 000,00';'5504067268'
'2450102465923000316';'4501024659';'Поставка лекарственного препарата для медицинского применения (МНН: ЙОГЕКСОЛ)';'638 970,00';'5048054733'
'2434546241223000059';'4345462412';'Поставка лекарственных препаратов для медицинского применения (Тиоктовая кислота)';'63 900,00';'7724922443'
'2290104157423000071';'2901041574';'Поставка реагентов';'62 580,00';'2901216707'
'1910205303024000014';'9102053030';'Поставка коврика резинового для нужд Государственного казенного учреждения Республики Крым «Учреждение централизованного обслуживания министерства образования, науки и молодежи Республики Крым» по адресу: г. Симферополь, пер. Совнаркомовский, 3 литера «А»';'12 140,55';'6679070175'
'1740500160824000011';'7405001608';'Поставка реагентов диагностических для нужд ФГБУЗ МСЧ № 72 ФМБА России (КДЛ Миндрей-800)';'525 494,67';'7448211906'
'2390501046624000097';'3905010466';'Поставка лекарственных препаратов для медицинского применения (МНН: КЛАДРИБИН)';'59 400,00';'7731241639'
'2773411532923000309';'7734115329';'Поставка колбасных изделий';'356 666,46';'5034051845'
'3601500561223000003';'6015005612';'Поставка тепловой энергии (теплоснабжение)';'1 546 734,13';'6027069804'
'2341501291524000004';'3415012915';'Поставка сумок для социальных работников';'62 480,00';'690101299535'
'1540601468424000080';'5406014684';"'Оказание услуг в качестве приглашенного дирижера по участию в постановочных репетициях с оркестром и премьерных показах спектакля: балет А. Адана ""Корсар""'";'927 785,40';'783803152503'
'3391600901424000001';'3916009014';'энергоснабжение';'1 180 900,00';'3908600865'
'3740100740824000012';'7401007408';'Поставка товара (оперативная память)';'18 700,00';'263514591576'
'2583601292124000088';'5836012921';'Поставка лекарственного препарата для медицинского применения Трипторелин';'517 500,00';'7719481754'
'2380817232724000053';'3808172327';'Поставка лекарственного препарата для медицинского применения ИНСУЛИН РАСТВОРИМЫЙ (ЧЕЛОВЕЧЕСКИЙ ГЕННО-ИНЖЕНЕРНЫЙ)';'17 305 516,80';'7719481754'
'2542310125624000069';'5423101256';'Поставка кресла офисного';'9 960,00';'540362414001'
'2382000062019000074';'3820000620';"'Оказание услуг по продлению неисключительных прав (лицензии) на использование программного обеспечения «KasperskyEndpointSecurity для бизнеса – Стандартный RussianEdition""'";'74 468,52';'3811123658'
'2780123816715000002';'7801238167';;'19 824,00';'7812014560'
'2644900296724000016';'6449002967';'Поставка лекарственного препарата для медицинского применения Хлорпромазин						 ';'178 352,00';'7724922443'
'3540523263324000005';'5405232633';'приобретение спортивного инвентаря';'11 999,00';'720404599455'
'2502406865624000806';'5024068656';'Поставка продуктов питания : Закупка специализированных продуктов лечебного питания для лечения больных орфанными заболеваниями П242642 в 2024году';'226 530,36';'5027083476'
'3616406062718000032';'6164060627';;'0,01';'6168047440'
'2773409151924000356';'7734091519';' Поставка повязок с лекарственными средствами ЛОТ №2';'1 378 373,80';'773771777398'
'2745313582724000674';'7453135827';'На поставку лекарственного препарата для медицинского применения – Алектиниба для обеспечения лекарственными препаратами больных с онкологическими заболеваниями для оказания медицинской помощи в соответствии с клиническими рекомендациями (протоколами лечения) в амбулаторных условиях бесплатно по рецептам врачей';'4 823 562,24';'7447291257'
'1771406175624000101';'7714061756';'Поставка Наборов для типирования для нужд ФГБУ «НМИЦ гематологии» Минздрава России';'23 293 999,74';'7729370789'
'3540624488924000006';'5406244889';'Услуги по заправка картриджей';'14 709,78';'542705550736'
'1190101675223000265';'1901016752';'Выполнение работ по обеспечению протезно-ортопедическим изделием: протезом кисти активным (тяговым), в том числе при вычленении и частичном вычленении кисти';'227 684,67';'7743384198,7743384198'
'1740500160824000016';'7405001608';'Поставка реагентов диагностических для нужд ФГБУЗ МСЧ № 72 ФМБА России (КДЛ Миндрей-800)';'617 986,96';'7448211906'
'3616406062720000004';'6164060627';'Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа троллейбусами по регулируемым тарифам по маршрутам 1,2,5,6,8,9,10,12,22';'0,10';'6168047440'
'3502723630924000006';'5027236309';'Поставка мешков мусорных полимерных для нужд Муниципального бюджетного учреждения городского округа Котельники Московской области «СПЕЦТРАНС»';'99 538,78';'332102924813'
'1440101710424000020';'4401017104';'Поставка товара (гофрокороба)';'1 445 290,00';'4401114309'
'1352601563024000025';'3526015630';'Поставка перчаток для защиты от внешних воздействий';'20 470,88';'6673158955'
'3601100305024000010';'6011003050';'Поставить пожарную мотопомпу и рукава к ней в г. Новосокольники, Псковской области';'72 314,56';'6230018444'
'2772300174624000065';'7723001746';'Аукцион в электронной форме на право заключения контракта на закупку таблетированной соли для умягчения воды в установках водоподготовкидля нужд ГБУЗ «ДГП № 61 ДЗМ» в 2024 г.';'106 762,50';'504107264159'
'1623402385423000084';'6234023854';'Оказание медицинской помощи сотрудникам органов внутренних дел РФ.';'300 000,00';'6230008245'
'3616406062720000022';'6164060627';'Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автобусами по регулируемым тарифам по маршруту № 90		';'0,10';'6163050739'
'1151101759923000146';'1511017599';'Расходные материалы для клинико-диагностической лаборатории';'557 911,20';'7713754927'
'2667138083424000191';'6671380834';'поставка средств дезинфицирующих';'505 616,60';'6658037917'
'3614201036524000022';'6142010365';'Закупка мягкого инвентаря для нужд МБУ ЦСО Белокалитвинского района в 2024 году.';'43 870,19';'0272923439'
'2480400321724000034';'4804003217';'Поставка питательных сред для бактериологической лаборатории';'38 592,00';'7813137798'
'1440101710424000062';'4401017104';'Поставка товара (этикетки)';'242 200,00';'4401124561'
'2202000199024000052';'2020001990';'поставка фармацевтических препаратов, медицинских химических веществ и лекарственных растительных продуктов';'998 832,80';'2015007010'
'2781029389415000002';'7810293894';;'47 000,00';'7707049388'
'2583601292124000065';'5836012921';'Поставка лекарственного препарата для медицинского применения Салметерол+Флутиказон';'953 475,60';'7729778070'
'2502406865624000810';'5024068656';'Поставка продуктов питания : Закупка специализированных продуктов лечебного питания для лечения больных орфанными заболеваниями П242161 в 2024году';'196 771,68';'5027083476'
'3421401063824000027';'4214010638';'Оказание услуг по организации обучения субъектов малого и среднего предпринимательства';'57 000,00';'773570912801'
'3616406062720000003';'6164060627';'выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа трамваями  по регулируемым тарифам по маршрутам 1,4,6,7,10';'0,10';'6168047440'
'3730300524023000004';'7303005240';'работы по капитальному ремонту аварийной самотечной канализации';'18 985 260,14';'6658475565'
'2780610375924000020';'7806103759';'Оказание услуг по организации проведения культурно-познавательной программы «Театральный урок в Мариинском театре»';'110 400,00';'7812024600'
'2390602003324000019';'3906020033';'Поставка оргтехники и компьютерного оборудования, расходных и комплектующих материалов';'22 167,00';'3906136052'
'2780576562222000001';'7805765622';'Оказание услуг связи';'19 512,00';'7825444176'
'2542310125624000068';'5423101256';'Поставка мягкого инвентаря ( покрывало)';'13 080,00';'540863787075'
'2263401589024000164';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'4 739,28';'503805932904'
'1511010217024000008';'5110102170';'закупка комплектующих для системы видеонаблюдения не связанных с информационно-коммуникационными технологиями';'314 916,62';'5401953352'
'2170102866222000007';'1701028662';"'Закупка системных блоков для нужд ГБУ РТ ""РЕСФАРМАЦИЯ""'";'296 999,98';'4246020477'
'2390602003324000020';'3906020033';'Поставка оргтехники и компьютерного оборудования, расходных и комплектующих материалов';'264 344,00';'3906136052'
'3616406062722000001';'6164060627';'Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа троллейбусами по регулируемым тарифам по маршрутам № 7, 14, 17';'0,05';'6168047440'
'1781901273120000009';'7819012731';'Выполнение работ по реставрации музейного предмета, бюро-цилиндр инв. № ПДМП 764-мб';'3 174 460,02';'7806112351'
'2772351422623000057';'7723514226';'Поставка шкафов для хранения лекарственных средств в рамках проекта «Новый московский стандарт поликлиник»';'1 125 850,71';'503220666250'
'3614201036524000024';'6142010365';'Закупка мягкого инвентаря для нужд МБУ ЦСО Белокалитвинского района в 2024 году.';'29 781,00';'220409881437'
'2352600840024000048';'3526008400';'Оказание преподавательских услуг';'16 756,48';'352604421502'
'1482501245224000009';'4825012452';'Поставка оптических дисков';'50 580,06';'6312125239'
'3622902689924000003';'6229026899';'Поставка сахара белого свекловичного в твердом состоянии без вкусоароматических или красящих добавок (Московский и Железнодорожный районы)';'21 135,00';'622813035852'
'2594805842724000059';'5948058427';'Поставка алктестеров';'279 419,32';'7733880253'
'2244600159823000344';'2446001598';'На поставку изделий медицинского назначения (Набор для дренирования плевральной полости)';'13 319,58';'2461203119'
'2745313582724000645';'7453135827';"'на поставку лекарственного препарата для медицинского применения – Агалсидазы бета (торговое наименование ""Фабразим"") для обеспечения лекарственными препаратами и специализированными продуктами лечебного питания граждан, страдающих жизнеугрожающими и хроническими прогрессирующими редкими (орфанными) заболеваниями, приводящими к сокращению продолжительности жизни граждан или их инвалидности'";'21 160 193,60';'3123184434'
'2540416732524000029';'5404167325';'Поставка реагентов (контроли) для анализатора биохимического BECKMAN COULTER DxC 700 AU, имеющегося у Заказчика (№ 423)';'1 037 333,26';'5406804019'
'1740500160823000133';'7405001608';"'Поставка медицинских изделий по ФП ""Борьба с сахарным диабетом"" в 2023 году. Оборудование для уничтожения патогенов и микроорганизмов.'";'164 050,13';'1686014920'
'3472500137624000005';'4725001376';'Поставка песочниц';'132 672,75';'781902949656'
'2352524929724000035';'3525249297';'Оказание услуг по предоставлению прав на использование баз данных и годовой подписки на обновление версий программного обеспечения и баз данных программного комплекса «Гранд-Смета», имеющегося у Заказчика, на условиях простых (неисключительных) лицензий';'499 785,00';'3525217746'
'3616406062718000040';'6164060627';;'0,01';'6163050739'
'1772905090123000147';'7729050901';'Оказание услуг по уборке зданий и территорий федерального государственного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»';'13 847 451,96';'5047195001'
'2770933044224000010';'7709330442';'Поставка канцелярских товаров 01.15 (товары для письма)';'120 040,38';'5017118031'
'3120700229224000054';'1207002292';"'Поставка многофункциональных устройств для оснащения строящегося объекта ""Средняя общеобразовательная школа на 725 учащихся по адресу: РМЭ, Медведевский район, п. Руэм, ул. Шумелева, 14""'";'1 480 000,00';'1215059729'
'2860313242824000103';'8603132428';'Поставка пленки медицинской';'92 000,00';'501801519530'
'3400900509624000022';'4009005096';'Поставка щебня';'4 703 657,55';'4029055828'
'2263401589024000165';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'2 369,64';'263513916856'
'3616406062720000027';'6164060627';'Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автобусами по регулируемым тарифам по маршрутам № 16а, 57		';'0,10';'6163050739'
'2230910911024000002';'2309109110';'Поставка фотобарабанов для МФУ';'94 207,50';'2312165273'
'2542310125624000058';'5423101256';'Поставка электро приборов (розетки, выключатели)';'5 644,60';'701743770177'
'3616406062718000053';'6164060627';;'0,01';'6163050739'
'1151101759923000165';'1511017599';'реагенты (антитела) для проведения иммуногематологии, на анализаторе ORTHO BioVue ';'1 296 866,88';'7713754927'
'3325052738822000045';'3250527388';"'Осуществление технологического присоединения энергопринимающих устройств заявителя: ВРУ-0,4кВ, в том числе по обеспечению готовности объектов электросетевого хозяйства (включая их проектирование, строительство, реконструкцию) к присоединению энергопринимающих устройств, урегулированию отношений с третьими лицами в случае необходимости строительства (модернизации) такими лицами принадлежащих им объектов электросетевого хозяйства (энергопринимающих устройств, объектов электроэнергетики) для электроснабжения объектов заявителя: ""Строительство детского сада по ул. Флотской в Бежицком районе города Брянска""'";'18 364 490,57';'7731480563'
'3504901220724000003';'5049012207';'Поставка учебной литературы';'1 531 409,00';'7715995942'
'2772631344724000053';'7726313447';'Электронный аукцион на поставку канцелярских товаров ЛОТ 4 для нужд ГБУЗ НИКИО им. Л.И. Свержевского ДЗМ';'108 600,86';'7709542655'
'3761007015324000007';'7610070153';'Оказание услуг почтовых отделений';'10 000,00';'7724490000'
'2502406865624000838';'5024068656';'Закупка лекарственного препарата Мидостаурин  для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки   Л242676';'20 009 528,00';'7718538045'
'2637300083024000017';'6373000830';"'Оказание услуг по программе ""Подготовка медицинского персонала организаций по вопросам проведения предрейсовых, послерейсовых и текущих медицинских осмотров водителей транспортных средств"", ""Подготовка врачей (фельдшеров) по вопросам проведения медицинского освидетельствования на состояние опьянения (алкогольного, наркотического или иного токсического) лиц, которые управляют транспортными средствами"" для нужд ГБУЗ СО ""Клявлинская ЦРБ"" в 2024 году.'";'42 420,00';'6314010307'
'2683202476623000031';'6832024766';'Поставка перчаток смотровых нитриловых нестерильных';'2 340 000,00';'6315650028'
'2772300174623000172';'7723001746';"'Электронный аукцион на поставку бумажных изделий хозяйственного назначения для нужд ГБУЗ ""ДГП № 61 ДЗМ"" в 2023-2024 году.'";'800 089,04';'9204555053'
'3500400389024000036';'5004003890';'Выполнение работ по текущему ремонту : Ремонт объектов коммунального хозяйства Волоколамского городского округа Московской области';'2 983 355,52';'5004021787'
'2244600159824000069';'2446001598';'Оказание услуг по обучению лифтеров с применение дистанционных технологий и проверке знаний';'656,90';'2721981346'
'2784200006820000001';'7842000068';'Оказание услуг связи';'65 448,00';'7825444176'
'2371100211324000030';'3711002113';'поставить швабры деревянные ';'7 000,00';'3702559934'
'2860313242824000063';'8603132428';'Поставка электродов для чрескожной электростимуляции';'968 010,00';'7705213787'
'3690801657423000015';'6908016574';'Поставка теплоэнергии (ФАПы-д.Ряд )';'20 313,66';'7705923730'
'1771703541921000070';'7717035419';'Поставка (включая монтаж и оснащение) учебно-тренировочного Арктического комплексного аварийно-спасательного центра МЧС России';'1 517 133 242,30';'3808193373'
'2312302137323000251';'3123021373';'Поставка лекарственного препарата для медицинского применения  Железа (III) гидроксид сахарозный комплекс на 2024г.';'681,00';'7708823950'
'3381804804723000012';'3818048047';'Тепловая энергия';'543 520,26';'3818029213'
'2263401589024000167';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'1 203,05';'263503078740'
'2773103869024000021';'7731038690';'Электронный аукцион на поставку расходных материалов для реинфузии крови для нужд ГБУЗ «ГКБ им. М.Е. Жадкевича ДЗМ» на 2024 год.';'273 710,00';'7736252352'
'0372200110314000026';'7804089146';;'13 608,00';'7830000440'
'2781703392015000066';'7817033920';;'195 250,00';'7813316148'
'2781204980623000260';'7812049806';'Поставка датчика линейного ультразвукового';'497 000,00';'7838426978'
'2781605558217000106';'7816055582';'Поставка анестетиков для применения в стоматологии в СПб ГБУЗ «Стоматологическая поликлиника №15» в 2017 году';'351 726,77';'7825394567'
'1440100118223000167';'4401001182';'Поставка запасных частей для лазерных принтеров';'186 280,77';'7205029476'
'2352513430624000042';'3525134306';'оказание услуг по изготовлению защищенной полиграфической продукции';'1 190 772,00';'7706526550'
'2502406865624000725';'5024068656';'Закупка лекарственного препарата Беклометазон для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки Л242584';'248 000,00';'7714474016'
'2234101065124000014';'2341010651';'Замена блока СКЗИ тахографа НКМ-2.11';'27 900,00';'7017246213'
'3372600441020000003';'3726004410';'услуги по предоставлению доступа к сети местной телефонной связи, услуги внутризоновой, междугородной, международной телефонной связи';'13 312,00';'7707049388'
'1032307887924000013';'0323078879';'Пожарное оборудование';'49 615,45';'4345429380'
'2263401589024000166';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'3 351,35';'773707944683'
'1784030893223000102';'7840308932';'Продажа электрической энергии (мощности)';'115 380,88';'7706284124'
'3502407622324000003';'5024076223';'Поставка учебной литературы';'1 711 912,95';'7715995942'
'2371100211324000031';'3711002113';'обязуется поставить хозяйственные товары (тряпка для очистки поверхностей)';'21 500,00';'373100222460'
'2312302137323000282';'3123021373';'Поставка медицинских изделий Подгузники для взрослых  на 2024 г';'53 501,40';'6163212813'
'1151101759923000097';'1511017599';'Поставка расходных материалов для гемодиализа';'1 889 759,31';'2634089556'
'1772905090123001755';'7729050901';'Оказание услуг по уборке';'638 140,35';'9729284357'
'2263401589024000168';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'1 203,05';'260603364570'
'1132619226824000007';'1326192268';'Поставка системных блоков';'219 499,80';'032621349132'
'2781801092524000008';'7818010925';'Оказание услуг по организации проведения культурно-познавательной программы «Театральный урок в Мариинском театре»';'96 000,00';'7812024600'
'2290104157423000248';'2901041574';'Поставка реагентов';'1 313 581,49';'7811580154'
'1434100005424000031';'4341000054';'Оказание образовательных услуг по программе повышения квалификации.';'2 281,89';'9724078382'
'1132619226824000006';'1326192268';'Поставка копировально-множительной техники';'144 375,00';'5836897713'
'3371100621322000055';'3711006213';'Разработка проектной и сметной документации на строительство локальных очистных сооружений с централизованной системой водоотведения для многоквартирных жилых домов, расположенных по адресу: Ивановская область, Ивановский район, с. Бибирево';'3 043 820,00';'3702215348'
