Номер реестровой записи контракта;Заказчик: ИНН;Предмет контракта;Цена контракта;Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН
'1110148157424000029';'1101481574';'Поставка аппаратно-программного комплекса микроскопии и микроанализа, вариант исполнения 3';'1 042 800,00';'7804697320'
'2602701578124000052';'6027015781';'В соответствии с Контрактом Поставщик обязуется в порядке и сроки, предусмотренные Контрактом, осуществить поставку шин пневматических для легкового автомобиля (КОД КТРУ: 22.11.11.000-00000006) (далее – Товар) в соответствии со Спецификацией (приложение № 1 к Контракту) и надлежащим образом оказать услуги по доставке и разгрузке, а Заказчик/Получатель обязуется в порядке и сроки, предусмотренные Контрактом, принять и оплатить поставленный Товар.';'42 262,50';'7811510742'
'2670900128424000041';'6709001284';'№ 0484-АЭФ/Т Поставка изделий медицинского назначения для нужд ОГБУЗ «Краснинская ЦРБ» ';'97 091,00';'6732057655'
'3740500670124000003';'7405006701';"'Поставка учебно-развивающих комплексов ""Зубная фея""'";'150 000,00';'6685204853'
'2524600223024000008';'5246002230';'Бумага для офисной техники';'9 303,51';'5261031002'
'2164800806524000020';'1648008065';'Поставка дезинфицирующих средств';'132 834,05';'1660262237'
'1661000130224000075';'6610001302';'Лекарственные препараты';'11 158,00';'6685047449'
'2382500367120000154';'3825003671';'Обслуживание средств сигнализации и пультовая охрана объектов';'96 479,49';'7719555477'
'2500702340823001017';'5007023408';"'Поставка лекарственного препарата (МНН: Сахаромицеты буларди) для нужд ГБУЗ ""Центр паллиативной помощи ДЗМ"" в 2024 году'";'128 290,50';'7722385070'
'2311500262723000010';'3115002627';'Поставка канцелярских товаров (5) на 2024 год';'178,51';'3666041157'
'2290104157423000355';'2901041574';'Поставка реагентов';'1 025 522,44';'7804543994'
'2519006936723000048';'5190069367';'Поставка изделий медицинского назначения (иглы)';'54 480,00';'7843014747'
'2720216180724000162';'7202161807';'Поставка лекарственных препаратов для медицинского применения МНН Тикагрелор';'2 271 808,00';'7720666809'
'2770913832224000070';'7709138322';'Поставка уборочного инвентаря для нужд ГБУ ДО «МГФСО» (лопаты, грабли)';'70 000,00';'5047252267'
'2402710237424000016';'4027102374';'Поставка древесной плиты ОСП';'142 380,80';'710408418248'
'1661000130224000079';'6610001302';'Лекарственные препараты';'810,00';'6685047449'
'2783833354724000126';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Гармонизация межнациональных и межконфессиональных отношений в Санкт-Петербурге""'";'16 552,00';'781144173655'
'2722300850324000163';'7223008503';'Поставка медицинских изделий: инструментов стоматологических хирургических';'50 000,00';'5250060033'
'1110148157424000028';'1101481574';'Поставка аппаратно-программного комплекса микроскопии и микроанализа, вариант исполнения 2';'692 240,00';'7804697320'
'2590501578922000038';'5905015789';'Оказание услуг по исполнению произведений искусства творческими коллективами, исполнителями путем показа концертных программ ';'98 123,44';'5908048920'
'2633007744324000025';'6330077443';'Поставка канцелярских товаров для ГБОУ СОШ ''ОЦ ''Южный город''';'62 902,66';'6316176315'
'2183503379123000603';'1835033791';'Пробирки вакуумные (с натрия цитратом)';'55 296,00';'5402030357'
'2311500262723000015';'3115002627';'Поставка канцелярских товаров (3) на 2024 год';'396,22';'3666041157'
'2602701578123000127';'6027015781';'Кабель коаксиальный';'41 616,00';'5836696358'
'2720216180724000149';'7202161807';'Поставка лекарственных препаратов для медицинского применения МНН БЕКЛОМЕТАЗОН+ФОРМОТЕРОЛ';'3 581 280,00';'7714474016'
'1661000130224000082';'6610001302';'Лекарственные препараты';'3 143,75';'6658122658'
'2150102392424000165';'1501023924';'Поставка лекарственного средства в 2024 году для граждан, имеющих право на получение государственной социальной помощи в соответствии с постановлением Правительства Российской Федерации от 30.07.94 № 890 «О государственной поддержке развития медицинской промышленности и улучшении обеспечения населения и учреждений здравоохранения лекарственными средствами и изделиями медицинского назначения» МНН Перампанел.';'804 560,68';'3906361192'
'2670900128424000032';'6709001284';"'Поставка салфеток для очищения кожи для нужд ОГБУЗ ""Краснинская ЦРБ""'";'180 000,00';'6732057655'
'2550201838524000202';'5502018385';'Поставка медицинского расходного материала для РХМДиЛ (I)';'1 500 000,00';'503605652875'
'2783833354724000134';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Государственный жилищный надзор и лицензионный контроль""'";'4 138,00';'511301197232'
'1110148157424000027';'1101481574';'Поставка аппаратно-программного комплекса микроскопии и микроанализа, вариант исполнения 1';'615 340,00';'7804697320'
'2362000198724000033';'3620001987';'2024-00688/Поставка хозяйственных товаров';'359,83';'3666225002'
'1661000130224000083';'6610001302';'Лекарственные препараты';'4 763,85';'6658122658'
'2150102392424000225';'1501023924';'Поставка лекарственного средства в 2024 году для граждан, имеющих право на получение государственной социальной помощи в соответствии с постановлением Правительства Российской Федерации от 30.07.94 № 890 «О государственной поддержке развития медицинской промышленности и улучшении обеспечения населения и учреждений здравоохранения лекарственными средствами и изделиями медицинского назначения» МНН Секукинумаб.';'3 354 278,40';'1513065326'
'3616203785523000003';'6162037855';'Поставка газа';'154 192,24';'6167049710'
'2782505267619000054';'7825052676';'Отдел ЗАГС Центрального района - теплоснабжение';'641 129,59';'7841312071'
'2602701578124000047';'6027015781';'В соответствии с Контрактом Поставщик обязуется в порядке и сроки, предусмотренные Контрактом, осуществить поставку фильтра для системы афереза, для цельной крови (КТРУ: 32.50.13.190-00007305 - Устройство для удаления лейкоцитов из эритроцитной массы и цельной консервированной крови «Лейкосорб», вариант исполнения: «Лейкосорб -1К»LEADCORE Российская Федерация) (далее – Медицинское изделие) в соответствии со Спецификацией (приложение № 1 к Контракту) и надлежащим образом оказать услуги по доставке и разгрузке, а Заказчик/Получатель обязуется в порядке и сроки, предусмотренные Контрактом, принять и оплатить поставленные Медицинские изделия.';'400 000,00';'7801335379'
'2783000234216000047';'7830002342';"'Оказание услуг об осуществлении технологического присоединения к электрическим сетям объекта: ""Работы по приспособлению для современного использования объекта культурного наследия регионального значения ""Приморский парк Победы"" (комплексное благоустройство Западной части Крестовского острова с включением зоны первичного контроля для объекта ""Проектирование и строительство футбольного стадиона в Западной части Крестовского острова с разборкой существующих конструкций стадиона им. Кирова по адресу: Крестовский остров, Южная дорога, 25"")"". Павильоны контроля доступа, двухуровневые стоянки, кассовые павильоны, контрольно-пропускные пункты, КНС'";'977 808,48';'7826074344'
'2621900345123000035';'6219003451';'Поставка мяса сельскохозяйственной птицы охлажденное ';'81 883,56';'6230093314'
'2510980009023000034';'5109800090';'Поставка лекарственного препарата для медицинского применения (Ципрофлоксацин)';'3 115,00';'6732200697'
'2720216180724000132';'7202161807';'Поставка лекарственных препаратов для медицинского применения МНН ВАЛЬПРОЕВАЯ КИСЛОТА';'143 649,45';'7724922443'
'2780400987024000060';'7804009870';"'Поставка презервативов для УЗИ для Санкт-Петербургского государственного бюджетного учреждения здравоохранения ""Городская поликлиника №112""'";'105 840,00';'5020054003'
'2272305580923000265';'2723055809';'Поставка щеток цитологических цервикальных';'59 000,00';'7801323831'
'3070300268224000030';'0703002682';'Приставки игровые, используемые с телевизионным приемником или оборудованные встроенным экраном, и прочие коммерческие и азартные игры с электронным дисплеем';'89 250,00';'1513075564'
'3027702333624000156';'0277023336';'Поставка периферийного оборудования и комплектующих к компьютерам';'469 154,84';'7839113520'
'2783833354724000145';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Организация и проведение проверки готовности города к отопительному периоду""'";'8 276,00';'780408919873'
'2110600832222000266';'1106008322';'Поставка ЛП Доксорубицин, Циклофосфамид, Доцетаксел';'448 384,60';'5027083476'
'2602701578124000045';'6027015781';"'В соответствии с Контрактом Поставщик обязуется в порядке и сроки, предусмотренные Контрактом, осуществить поставку электротоваров (далее – Товар) в соответствии со Спецификацией (КОД КТРУ/ОКПД 2: 27.40.21.120 Фонарик ручной; 27.33.13.190-00000001 Блок розеток; 27.33.10.000-00000003 Изделия электроустановочные ) (приложение № 1 к Контракту) и надлежащим образом оказать услуги по доставке и разгрузке, а Заказчик/Получатель обязуется в порядке и сроки, предусмотренные Контрактом, принять и оплатить поставленный Товар.'";'16 742,53';'165112682520'
'2772009352323001929';'7720093523';'Поставка онкологических лекарственных препаратов (Даратумумаб) для нужд ГБУЗ МКНЦ имени А.С.Логинова ДЗМ в 2024 году';'9 451 320,00';'7734471486'
'2362000198724000030';'3620001987';'2024-00692/Поставка хозяйственных товаров';'13 109,69';'3666225002'
'1732902836224000503';'7329028362';'Поставка медицинского оборудования (Филиал №3)';'88 411,50';'7415095267'
'2720216180724000190';'7202161807';'Поставка лекарственных препаратов для медицинского применения МНН ТОБРАМИЦИН';'619 127,04';'7731241639'
'2850400075924000044';'8504000759';'Двигатель внутреннего сгорания 42164.1000402-70 для автотранспортных средств ГАЗ-3302 Газель Бизнес Е3/4';'273 666,67';'381454614250'
'2450200413324000006';'4502004133';'на поставку продуктов питания (говядина бескостная)';'300 900,00';'450101941590'
'3345505225524000004';'3455052255';'МК № 2703 от 02.04.2024 г. Поставка краски и растворителей';'88 770,00';'343521450826'
'2510980009022000186';'5109800090';'Поставка продуктов питания (сахар белый свекловичный в твердом состоянии без вкусоароматических или красящих добавок)';'59 754,51';'5190311988'
'2231104008824000746';'2311040088';'Поставка медицинских изделий для рентгенохирургических методов диагностики и лечения';'860 000,00';'780107391741'
'2150102392424000217';'1501023924';'Поставка лекарственного средства МНН ИМАТИНИБ в 2024 году для граждан, имеющих право на получение государственной социальной помощи в соответствии с постановлением Правительства Российской Федерации от 30.07.94 № 890 «О государственной поддержке развития медицинской промышленности и улучшении обеспечения населения и учреждений здравоохранения лекарственными средствами и изделиями медицинского назначения».';'169 084,80';'6165181247'
'2670900128424000021';'6709001284';'№ 0416-АЭФ/СТ Поставка средств индивидуальной защиты (перчатки смотровые) для нужд бюджетных учреждений Смоленской области в 2024 году';'169 000,00';'7716958735'
'1616405944524000005';'6164059445';'Поставка каната стального';'2 730 000,00';'344800067502'
'2362400179423000253';'3624001794';'2023-13112*Поставка медицинских изделий';'3 084,00';'366214995128'
'2563600327824000130';'5636003278';'на поставку медицинской мебели для оснащения фельдшерско – акушерского пункта (шкаф для одежды)';'14 850,00';'5611075016'
'2783833354724000147';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Государственный жилищный надзор и лицензионный контроль""'";'4 138,00';'253911627399'
'2352803489224000007';'3528034892';'Поставка хозяйственных товаров 2 ';'1 576,09';'3528338530'
'2110114712124000140';'1101147121';'Поставка мониторов, подключаемых к компьютеру';'32 155,38';'1121022392'
'1450100850524000068';'4501008505';'Поставка специальных средств при нарушении функций выделения в 2024 году (21-01-25)';'138 316,08';'4501108595'
'2580210128124000084';'5802101281';'Поставка лекарственного препарата ««ЭЛЕКСАКАФТОР+ТЕЗАКАФТОР+ИВАКАФТОР»» для медицинского применения для нужд ГБУЗ «Каменская ЦРБ»';'4 449 715,20';'7707086510'
'2770203632124000337';'7702036321';'Электронный аукцион на поставку медицинских изделий: комплекты для эпидуральной анестезии, не содержащие лекарственные средства (МИ-023-2024) для оказания медицинской помощи в отделениях ГБУЗ «НИИ СП им Н. В. Склифосовского ДЗМ»';'2 138 299,80';'504711919040'
'2362000198724000036';'3620001987';'2024-00685. Поставка хозяйственных товаров';'3 462,50';'3666225002'
'1143521129524000015';'1435211295';'Поставка многофункциональных устройств в сфере ИКТ';'149 250,00';'1435087714'
'2623101273424000015';'6231012734';'Поставка медицинских изделий';'71 480,00';'7720325340'
'2222301325423000276';'2223013254';'Поставка бумаги';'1 537 322,50';'2221005804'
'2231104008824000670';'2311040088';'Поставка медицинских изделий (Щипцы биопсийные для гибкой эндоскопии, одноразового использования)';'89 833,33';'5263146947'
'3027702333624000061';'0277023336';'Закупка лекарственных средств (ВАЛСАРТАН+САКУБИТРИЛ)';'46 347,84';'7718538045'
'2850400075924000036';'8504000759';'Бумага для офисной  техники';'195 504,60';'3808084790'
'2461101269524000014';'4611012695';'Гидродинамическая установка для промывки канализации';'445 733,33';'5906154351'
'1772407516223001063';'7724075162';"'Поставка реагентов (для Станции средоварения, мод. PROFI CLAVE PETRI SWISS, инв. № 1-372030, зав. № 800.16.00288/610.14.00247 от 01.01.2012, фирмы ООО НПК ""Медиана Фильтр"", Россия)'";'1 107 752,00';'7713734832'
'2230802710424000138';'2308027104';'Поставка лекарственных препаратов (МНН: Хлоропирамин)';'25 409,00';'5074067256'
'2420538587024000225';'4205385870';'Поставка медицинских изделий (Очиститель электродов)';'31 142,53';'7705952210'
'2563600327824000146';'5636003278';'на поставку медицинского оборудования для оснащения фельдшерско – акушерского пункта (облучатель бактерицидный)';'7 085,00';'5611075016'
'3235600560823000398';'2356005608';'Закупка приспособлений медицинских (шприцы)';'599 000,00';'290127953110'
'1616405944524000059';'6164059445';'Поставка оборудования электрического осветительного';'49 980,00';'7801630328'
'2783833354724000138';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Государственный жилищный надзор и лицензионный контроль""'";'4 138,00';'781802220877'
'2231104008824000710';'2311040088';'Поставка медицинских изделий (Лезвие для дерматома)';'214 200,00';'230808771778'
'2665201132723000004';'6652011327';'Услуги  телефонной связи';'22 638,80';'7707049388'
'2060200007924000009';'0602000079';'услуги по изготовлению бланков свидетельств государственной регистрации актов гражданского состояния';'181 650,00';'7813252159'
'1550104828124000061';'5501048281';'Поставка плитки керамической напольной, плитки керамической настенной и профиля (в рамках капитального ремонта)';'259 143,70';'550400093929'
'1730300200024000179';'7303002000';'Поставка пломбы пластиковой номерной';'19 492,00';'164905181707'
'2150102392424000126';'1501023924';"'Поставка лекарственных препаратов для обеспечения в 2024 году граждан, страдающих жизнеугрожающими и хроническими прогрессирующими редкими (орфанными) заболеваниями, приводящими к сокращению продолжительности жизни граждан или их инвалидности в соответствии со статьями 16 и 83 Федерального закона от 21ноября 2011 г. № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации"" МНН Селексипаг.'";'6 464 169,60';'7843014747'
'2771303416423000106';'7713034164';' Электронный аукцион поставку расходных материалов для реанимационных отделений стационара (Дыхательный контур) ГБУЗ «ГКБ им. В.В. Вересаева ДЗМ» в 2023-2024 гг. по ОМС ';'1 483 607,28';'502917338905'
'3391705030423000003';'3917050304';'на предоставление услуги по отолению зданий';'832 577,00';'3923501555'
'2027403610424000241';'0274036104';'Оказание услуг по монтажу и вводу в эксплуатацию компьютерного томографа Aquilion 16';'607 300,00';'0274189693'
'1526002626424000013';'5260026264';'Вакцина против гриппа лошадей инактивированная поливалентная';'1 198 432,59';'5261074310'
'3423500363120000010';'4235003631';'Электрическая энергия';'12 626,94';'4205109214'
'2780902552323000464';'7809025523';'Оказание услуг об осуществлении временного технологического присоединения к электрическим сетям объекта: Строительство здания общеобразовательного учреждения на 550 мест на территории, ограниченной Пулковским шоссе, Дунайским пр., Среднерогатской ул. и Южным полукольцом Октябрьской железной дороги, участок 26';'104 277,98';'7803002209'
'2434546241224000057';'4345462412';'Поставка канцелярских товаров';'4 374,80';'4345015397'
'3711400409724000006';'7114004097';'поставка уличного оборудования для учебно-воспитательного процесса воспитанников';'57 200,00';'7114006418'
'1550104828124000051';'5501048281';'Поставка грунтовки (в рамках капитального ремонта)';'7 052,20';'550400093929'
'2231104008823001993';'2311040088';'Поставка лекарственного препарата для медицинского применения Фулвестрант';'428 730,53';'5009123292'
'2671000099024000033';'6710000990';'поставка изделий медицинского назначения для нужд ОГБУЗ «Монастырщинская ЦРБ» ';'17 715,25';'3123470210'
'2783833354724000133';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Новации в финансово-экономической деятельности государственных учреждений Санкт-Петербурга""'";'12 414,00';'611600697701'
'2710752178524000020';'7107521785';'Поставка конвертов маркированных';'358 200,00';'7724490000,7724490000'
'2450200413324000013';'4502004133';'Поставка пакетов для сбора, хранения и транспортировки медицинских отходов';'320 191,00';'1660220540'
'3632000174124000032';'6320001741';'Приобретение жилого помещения (квартиры) в муниципальную собственность городского округа Тольятти для предоставления в дальнейшем детям-сиротам и детям, оставшимся без попечения родителей, лицам из их числа, по договору найма специализированных жилых помещений';'2 988 980,00';'026511017897'
'2761500093923000013';'7615000939';"'Поставка продуктов питания (горох шлифованный, сухой компот, какао-порошок, рис, сыр полутвердый) для нужд ГУЗ ЯО ""Брейтовская ЦРБ""'";'110 293,40';'760401806050'
'3890404021024000014';'8904040210';'Поставка мешков полимерных';'107 141,60';'7840036037'
'2782700153224000031';'7827001532';'Поставка хозяйственных товаров для ГБОУ СОШ №450 Курортного района Санкт-Петербурга в 2024 году';'447 694,46';'7843302600'
'3244301540122000043';'2443015401';'Поставка яйца диетического для организаций, подведомственных управлению образования администрации города Ачинска  ';'84 804,50';'2443036634'
'3230401939924000104';'2304019399';'Поставка лекарственных препаратов для медицинского применения (МНН: Калия хлорид+[Декстроза], калия хлорид+[Натрия хлорид])';'385 000,00';'6162073229'
'3290107757024000025';'2901077570';'Поставка частей и комплектующих коммуникационного оборудования';'46 881,25';'190122961153'
'1292000370424000040';'2920003704';'Оказание услуг медицинского назначения лицу из числа спецконтингента, содержащемуся в учреждениях уголовно-исполнительной системы';'75 365,00';'6902010174'
'3233003193123000001';'2330031931';'Покупка электрической энергии (мощности)';'2 944 039,05';'2308119595'
'2782700153224000028';'7827001532';'Поставка кухонного оборудования для  ГБОУ СОШ №450 Курортного района Санкт-Петербурга';'38 259,89';'7843302600'
'2783833354724000144';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Контрольная (надзорная) деятельность в государственном и муниципальном управлении""'";'8 276,00';'780523824098'
'3022000392022000013';'0220003920';'Оказание услуг по организации горячего питания на базе МБОУ гимназия с. Месягутово';'13 710 851,10';'022003910276'
'2150102392424000205';'1501023924';'Поставка лекарственного средства МНН ПРЕГАБАЛИН в 2024 году для граждан, имеющих право на получение государственной социальной помощи в соответствии с постановлением Правительства Российской Федерации от 30.07.94 № 890 «О государственной поддержке развития медицинской промышленности и улучшении обеспечения населения и учреждений здравоохранения лекарственными средствами и изделиями медицинского назначения».';'514 852,80';'3906361192'
'2782700153224000025';'7827001532';'Поставка кухонного оборудования для  ГБОУ СОШ №450 Курортного района Санкт-Петербурга';'66 839,92';'470379635990'
'2602701578124000056';'6027015781';"'В соответствии с Контрактом Поставщик обязуется в порядке и сроки, предусмотренные Контрактом, осуществить поставку реагентов диагностических (КОД КТРУ:21.20.23.110-00010158 - Множественные аналиты клинической химии ИВД, контрольный материал; КОД КТРУ 21.20.23.110-00009423 - Treponema pallidum общие антитела ИВД, набор, реакция агглютинации; КОД КТРУ 21.20.23.110-00008424 - Вирус гепатита В общие антитела к ядерному антигену ИВД, набор, иммуноферментный анализ (ИФА)) (далее – Медицинское изделие) в соответствии со Спецификацией (приложение № 1 к Контракту) и надлежащим образом оказать услуги по доставке и разгрузке, а Заказчик/Получатель обязуется в порядке и сроки, предусмотренные Контрактом, принять и оплатить поставленные Медицинские изделия.'";'112 021,74';'6025034757'
'2772886610124000031';'7728866101';'Оказание услуг по предоставлению спецтехники для перемещения крупногабаритного груза по территории';'2 864 062,50';'7709964544'
'2631621690624000036';'6316216906';"'Поставка светильников для нужд ГКУ СО ""ГУСЗН Самарского округа""'";'29 150,00';'6319016790'
'2590501578922000039';'5905015789';'Оказание услуги по проведению концертно-интерактивной программы в рамках этно-ландшафтного фестиваля «Зов Пармы».';'594 000,00';'5904242500'
'2783833354724000140';'7838333547';"'Оказание преподавательских услуг по дополнительной профессиональной программе повышения квалификации ""Контрольная (надзорная) деятельность в государственном и муниципальном управлении""'";'8 276,00';'431205657014'
'3100103319124000036';'1001033191';'оказание услуг по надлежащему содержанию и ремонту общего имущества МКД';'32 587,20';'1001245580'
'2272305580924000001';'2723055809';'Поставка наборов реагентов к автоматическому биохимическому анализатору BS-800';'585 469,02';'2724089906'
'3027702333624000163';'0277023336';'Закупка расходных материалов для ИВЛ аппарата новорожденных';'1 243 791,79';'0277112089'
'2434546241224000061';'4345462412';'поставка канцелярских товаров';'2 582,37';'4345015397'
'2230802710424000130';'2308027104';'Поставка лекарственных препаратов (МНН: Инсулин растворимый (человеческий генно-инженерный))';'137 009,40';'1327029200'
'1773008740924000033';'7730087409';'Поставка продукции радиоэлектронной промышленности (аккумуляторы)';'283 490,96';'6673191462'
'3165104621524000004';'1651046215';'Поставка мыла для нужд ДОУ г. Нижнекамска и НМР РТ';'5 142,46';'1659196491'
'2471002362724000003';'4710023627';'Оказание услуг по передаче неисключительных прав на использование лицензионного программного обеспечения';'15 901,00';'7842176640'
'3594806005624000023';'5948060056';'Блок системный, объем оперативной установленной памяти от 16Гб';'389 500,00';'593700196605'
